ID2,Concat,Plot,Year,Month,Date2,Julian,File,Period,Event,Time,Detection,Distance,Notes
102,2019A7,A7,2019,5,19,139,A7_051919_2,2,BUOR,10,Call,1,
101,2019A7,A7,2019,5,19,139,A7_051919_2,2,HOFI,2,Song,1,
113,2019A7,A7,2019,5,19,139,A7_051919_3,3,BHGR,2,Song,1,
251,2019D5,D5,2019,5,19,139,D5_051919_2,2,MAWR,1,Song,1,
518,2019F5,F5,2019,5,19,139,F5_051919_1,1,RNEP,1,Call,1,
531,2019F5,F5,2019,5,19,139,F5_051919_2,2,TRES,4,Call,1,
893,2019G5,G5,2019,5,19,139,G5_051919_1,1,WITU,35,Call,1,
901,2019G5,G5,2019,5,19,139,G5_051919_2,2,BEWR,4,Call,1,
911,2019G5,G5,2019,5,19,139,G5_051919_3,3,SWTH,1,Call,1,all throughout recording
264,2019D5,D5,2019,5,20,140,D5_052019_1,1,MAWR,2,Song,1,
292,2019D5,D5,2019,5,20,140,D5_052019_3,3,COYE,207,Song,1,
287,2019D5,D5,2019,5,20,140,D5_052019_3,3,MAWR,2,Song,1,
564,2019F5,F5,2019,5,20,140,F5_052019_2,2,TRES,436,Call,1,
921,2019G5,G5,2019,5,20,140,G5_052019_1,1,AMRO,1,Song,1,
936,2019G5,G5,2019,5,20,140,G5_052019_2,2,HOWR,425,Call,1,
1305,2019M7,M7,2019,5,20,140,M7_052019_3,3,WODU,314,Call,1,flyover
3241,2019P5,P5,2019,5,20,140,P5_052019_3,3,SOSP,6,Song,1,
171,2019A7,A7,2019,5,21,141,A7_052119_1,1,BHGR,1,Song,1,
184,2019A7,A7,2019,5,21,141,A7_052119_2,2,BHGR,1,Song,1,very loud
300,2019D5,D5,2019,5,21,141,D5_052119_2,2,RNEP,1,Call,1,
596,2019F5,F5,2019,5,22,142,F5_052219_2,2,BLPH,8,Song,1,
3296,2019P5,P5,2019,5,22,142,P5_052219_3,3,BRBL,259,Call,1,
3940,2021J3,J3,2021,5,24,144,J3_052421_2,2,WODU,55,Call,1,LANDS NEXT REC
4725,2021N200P2,N200P2,2021,5,24,144,N200P2_052421_1,1,BEWR,135,Song,1,
4720,2021N200P2,N200P2,2021,5,24,144,N200P2_052421_1,1,SOSP,4,Song,1,
4912,2021N3,N3,2021,5,24,144,N3_052421_1,1,RWBL,2,Song,1,
4915,2021N3,N3,2021,5,24,144,N3_052421_1,1,TRES,342,Call,1,
4916,2021N3,N3,2021,5,24,144,N3_052421_2,2,RWBL,5,Song,1,
4917,2021N3,N3,2021,5,24,144,N3_052421_3,3,RWBL,1,Song,1,
5335,2021P2,P2,2021,5,24,144,P2_052421_2,2,RWBL,3,Song,1,
5337,2021P2,P2,2021,5,24,144,P2_052421_3,3,RWBL,1,Call,1,
3518,2021G1,G1,2021,5,25,145,G1_052521_3,3,RWBL,1,Call,1,
3587,2021G2,G2,2021,5,25,145,G2_052521_2,2,NRWS,105,Song,1,
3590,2021G2,G2,2021,5,25,145,G2_052521_3,3,RWBL,51,Call,1,
3960,2021J3,J3,2021,5,25,145,J3_052521_2,2,KILL,205,Call,1,
4581,2021N1,N1,2021,5,25,145,N1_052521_2,2,RWBL,27,Call,1,
4780,2021N200P2,N200P2,2021,5,25,145,N200P2_052521_2,2,MAWR,324,Call,1,
4590,2021N1,N1,2021,5,26,146,N1_052621_2,2,RWBL,8,Song,1,On box! Ow!
4591,2021N1,N1,2021,5,26,146,N1_052621_3,3,RWBL,8,Song,1,Still on box
4762,2021N200P2,N200P2,2021,5,26,146,N200P2_052621_2,2,SOSP,2,Song,1,
4901,2021N3,N3,2021,5,26,146,N3_052621_1,1,RWBL,10,Song,1,
4903,2021N3,N3,2021,5,26,146,N3_052621_2,2,RWBL,1,Song,1,
5159,2021O4,O4,2021,5,26,146,O4_052621_1,1,TRES,343,Call,1,
2728,2019H5,H5,2019,5,27,147,H5_052719_1,1,WITU,6,Call,1,
743,2019H6,H6,2019,5,27,147,H6_052719_1,1,BHGR,103,Song,1,
764,2019H6,H6,2019,5,27,147,H6_052719_3,3,WODU,358,Call,1,
3025,2019R7,R7,2019,5,27,147,R7_052719_1,1,WITU,36,Call,1,
2291,2019U71,U71,2019,5,27,147,U71_052719_1,1,GBHE,118,Call,1,
2301,2019U71,U71,2019,5,27,147,U71_052719_2,2,AMRO,18,Call,1,
3560,2021G1,G1,2021,5,27,147,G1_052721_1,1,RWBL,146,Call,1,
4394,2021L4,L4,2021,5,27,147,L4_052721_3,3,BLRA,110,Call,1,
4621,2021N200P1,N200P1,2021,5,27,147,N200P1_052721_1,1,BEWR,432,Song,1,
4615,2021N200P1,N200P1,2021,5,27,147,N200P1_052721_1,1,MAWR,5,Song,1,
4639,2021N200P1,N200P1,2021,5,27,147,N200P1_052721_3,3,BEWR,3,Call,1,
4640,2021N200P1,N200P1,2021,5,27,147,N200P1_052721_3,3,BHGR,10,Song,1,
4921,2021N3,N3,2021,5,27,147,N3_052721_1,1,RWBL,27,Song,1,
4922,2021N3,N3,2021,5,27,147,N3_052721_1,1,TRES,456,Call,1,
4930,2021N3,N3,2021,5,27,147,N3_052721_3,3,RWBL,10,Song,1,
5647,2021R2,R2,2021,5,27,147,R2_052721_3,3,RWBL,117,Call,1,
2759,2019H5,H5,2019,5,28,148,H5_052819_1,1,WITU,1,Call,1,
782,2019H6,H6,2019,5,28,148,H6_052819_1,1,CALT,437,Call,1,
3061,2019R7,R7,2019,5,28,148,R7_052819_1,1,WITU,1,Call,1,
2215,2019U6,U6,2019,5,28,148,U6_052819_1,1,BLPH,1,Song,1,
2339,2019U71,U71,2019,5,28,148,U71_052819_2,2,RWBL,146,Call,1,
2334,2019U71,U71,2019,5,28,148,U71_052819_2,2,TRES,19,Call,1,
2919,2019M9,M9,2019,5,29,149,M9_052919_2,2,BEKI,302,Call,1,
3119,2019R7,R7,2019,5,29,149,R7_052919_2,2,HOWR,2,Song,1,
2104,2019S7,S7,2019,5,29,149,S7_052919_1,1,AMRO,1,Song,1,
2256,2019U6,U6,2019,5,29,149,U6_052919_2,2,WODU,350,Call,1,
2373,2019U71,U71,2019,5,29,149,U71_052919_2,2,NRWS,200,Call,1,
2382,2019U71,U71,2019,5,29,149,U71_052919_3,3,RWBL,31,Call,1,
4697,2021N200P1,N200P1,2021,5,29,149,N200P1_052921_1,1,MAWR,156,Call,1,
4700,2021N200P1,N200P1,2021,5,29,149,N200P1_052921_2,2,MAWR,1,Song,1,
5665,2021R2,R2,2021,5,29,149,R2_052921_2,2,RWBL,216,Call,1,
2005,2019S3,S3,2019,5,30,150,S3_053019_2,2,CALT,1,Song,1,
2153,2019S7,S7,2019,5,30,150,S7_053019_1,1,AMRO,1,Song,1,later on box!
2265,2019U6,U6,2019,5,30,150,U6_053019_1,1,BLPH,1,Song,1,
2278,2019U6,U6,2019,5,30,150,U6_053019_2,2,TRES,416,Call,1,
4943,2021N60P3,N60P3,2021,6,13,164,N60P3_061321_2,2,DOWO,7,Call,1,
6023,2021T71,T71,2021,6,14,165,T71_061421_1,1,AMRO,6,Song,1,
6038,2021T71,T71,2021,6,14,165,T71_061421_2,2,LEGO,405,Call,1,
3646,2021G4,G4,2021,6,15,166,G4_061521_2,2,BHGR,1,Song,1,
4457,2021K6,K6,2021,6,15,166,K6_061521_1,1,BCNH,440,Call,1,heron/egret?
4350,2021M2,M2,2021,6,15,166,M2_061521_1,1,RWBL,123,Call,1,
4494,2021MP5,MP5,2021,6,15,166,MP5_061521_1,1,CALT,51,Call,1,
4595,2021N2,N2,2021,6,15,166,N2_061521_2,2,RWBL,248,Call,1,
4600,2021N2,N2,2021,6,15,166,N2_061521_3,3,RWBL,10,Call,1,
4981,2021N60P3,N60P3,2021,6,15,166,N60P3_061521_1,1,CASJ,147,Call,1,
5559,2021Q3,Q3,2021,6,15,166,Q3_061521_1,1,RWBL,14,Song,1,
5562,2021Q3,Q3,2021,6,15,166,Q3_061521_2,2,RWBL,1,Song,1,
5563,2021Q3,Q3,2021,6,15,166,Q3_061521_3,3,RWBL,456,Song,1,
5790,2021S5,S5,2021,6,15,166,S5_061521_2,2,MAWR,456,Call,1,
6059,2021T71,T71,2021,6,15,166,T71_061521_2,2,BEWR,11,Song,1,
6063,2021T71,T71,2021,6,15,166,T71_061521_2,2,NUWO,48,Call,1,
6069,2021T71,T71,2021,6,15,166,T71_061521_3,3,BEWR,7,Song,1,
6161,2021U2,U2,2021,6,15,166,U2_061521_1,1,RWBL,120,Song,1,
3678,2021G4,G4,2021,6,16,167,G4_061621_2,2,RNEP,10,Call,1,
4432,2021K6,K6,2021,6,16,167,K6_061621_1,1,AMRO,227,Call,1,
4436,2021K6,K6,2021,6,16,167,K6_061621_2,2,BHGR,15,Call,1,"""pik"""
4443,2021K6,K6,2021,6,16,167,K6_061621_3,3,GRHE,5,Call,1,"@ 1:26, 2:05"
4445,2021K6,K6,2021,6,16,167,K6_061621_3,3,SPTO,17,Call,1,
4346,2021M2,M2,2021,6,16,167,M2_061621_3,3,RWBL,19,Call,1,
4551,2021MP5,MP5,2021,6,16,167,MP5_061621_3,3,CASJ,1,Call,1,
4604,2021N2,N2,2021,6,16,167,N2_061621_2,2,RWBL,15,Song,1,
6271,2021N280P5,N280P5,2021,6,16,167,N280P5_061621_3,3,BEWR,336,Song,1,
5565,2021Q3,Q3,2021,6,16,167,Q3_061621_1,1,RWBL,2,Song,1,
5566,2021Q3,Q3,2021,6,16,167,Q3_061621_2,2,RWBL,9,Call,1,
5805,2021S5,S5,2021,6,16,167,S5_061621_2,2,MAWR,1,Call,1,
5811,2021S5,S5,2021,6,16,167,S5_061621_3,3,MAWR,5,Call,1,
6182,2021U2,U2,2021,6,16,167,U2_061621_2,2,RWBL,5,Song,1,
4331,2021M2,M2,2021,6,17,168,M2_061721_2,2,RWBL,26,Song,1,
4334,2021M2,M2,2021,6,17,168,M2_061721_3,3,RWBL,52,Call,1,
4265,2021M8,M8,2021,6,17,168,M8_061721_1,1,SPTO,26,Call,1,
4523,2021MP5,MP5,2021,6,17,168,MP5_061721_2,2,CALT,445,Call,1,
4609,2021N2,N2,2021,6,17,168,N2_061721_1,1,RWBL,11,Song,1,
5825,2021S5,S5,2021,6,17,168,S5_061721_2,2,MAWR,1,Call,1,
6290,2021S5,S5,2021,6,17,168,S5_061721_3,3,MAWR,1,Song,1,
6198,2021U2,U2,2021,6,17,168,U2_061721_3,3,RWBL,9,Song,1,on top of box
878,2019I6,I6,2019,6,22,173,I6_062219_2,2,BUOR,1,Call,1,singing later
882,2019I6,I6,2019,6,22,173,I6_062219_2,2,HOWR,310,Song,1,
884,2019I6,I6,2019,6,22,173,I6_062219_3,3,HOWR,1,Song,1,
353,2019D7,D7,2019,6,23,174,D7_062319_3,3,HOWR,352,Song,1,
623,2019G6,G6,2019,6,23,174,G6_062319_2,2,HOWR,2,Song,1,
993,2019I6,I6,2019,6,23,174,I6_062319_2,2,AMRO,141,Song,1,
992,2019I6,I6,2019,6,23,174,I6_062319_2,2,HOWR,1,Song,1,
1000,2019I6,I6,2019,6,23,174,I6_062319_3,3,HOWR,300,Song,1,
1108,2019J6,J6,2019,6,23,174,J6_062319_2,2,BHCO,41,Call,1,
1158,2019L9,L9,2019,6,23,174,L9_062319_2,2,BLPH,1,Call,1,
1522,2019O7,O7,2019,6,23,174,O7_062319_1,1,BHGR,234,Song,1,
1529,2019O7,O7,2019,6,23,174,O7_062319_2,2,AMRO,1,Call,1,pissed off AMRO
1542,2019O7,O7,2019,6,23,174,O7_062319_3,3,HOWR,310,Call,1,
2940,2019O8,O8,2019,6,23,174,O8_062319_1,1,CALT,1,Call,1,
2948,2019O8,O8,2019,6,23,174,O8_062319_1,1,SPTO,241,Song,1,
2954,2019O8,O8,2019,6,23,174,O8_062319_2,2,SPTO,6,Song,1,
2968,2019O8,O8,2019,6,23,174,O8_062319_3,3,ANHU,127,Call,1,
1848,2019Q7,Q7,2019,6,23,174,Q7_062319_2,2,SPTO,456,Call,1,
1835,2019Q7,Q7,2019,6,23,174,Q7_062319_3,3,SPTO,334,Call,1,
373,2019D7,D7,2019,6,24,175,D7_062419_2,2,CASJ,205,Call,1,
384,2019D7,D7,2019,6,24,175,D7_062419_3,3,HOWR,128,Song,1,on box
666,2019G6,G6,2019,6,24,175,G6_062419_2,2,HOWR,6,Song,1,
669,2019G6,G6,2019,6,24,175,G6_062419_2,2,OSPR,58,Call,1,
665,2019G6,G6,2019,6,24,175,G6_062419_2,2,WEWP,1,Call,1,
2975,2019O8,O8,2019,6,24,175,O8_062419_1,1,CALT,3,Song,1,
2974,2019O8,O8,2019,6,24,175,O8_062419_1,1,SPTO,2,Song,1,
1920,2019R6,R6,2019,6,24,175,R6_062419_2,2,DOWO,146,Call,1,
2391,2019U72,U72,2019,6,24,175,U72_062419_1,1,HOWR,1,Song,1,
2408,2019U72,U72,2019,6,24,175,U72_062419_3,3,HOWR,1,Song,1,
657,2019G6,G6,2019,6,25,176,G6_062519_2,2,HOWR,333,Song,1,
1494,2019O7,O7,2019,6,25,176,O7_062519_2,2,AMRO,402,Song,1,
2995,2019O8,O8,2019,6,25,176,O8_062519_1,1,SPTO,2,Song,1,
3010,2019O8,O8,2019,6,25,176,O8_062519_2,2,SPTO,1,Song,1,
3012,2019O8,O8,2019,6,25,176,O8_062519_3,3,SPTO,1,Song,1,
1776,2019Q7,Q7,2019,6,25,176,Q7_062519_2,2,HOWR,3,Song,1,
1968,2019R6,R6,2019,6,25,176,R6_062519_1,1,CALT,1,Call,1,
1966,2019R6,R6,2019,6,25,176,R6_062519_2,2,AMRO,32,Call,1,at box
2414,2019U72,U72,2019,6,25,176,U72_062519_1,1,CALT,1,Call,1,at mic
2431,2019U72,U72,2019,6,25,176,U72_062519_3,3,BHGR,1,Song,1,
2442,2019U72,U72,2019,6,26,177,U72_062619_1,1,HOWR,6,Song,1,
2458,2019U72,U72,2019,6,26,177,U72_062619_3,3,LAZB,36,Song,1,
3710,2021H3,H3,2021,6,28,179,H3_062821_2,2,WEKI,41,Call,1,
3324,2021A6,A6,2021,6,29,180,A6_062921_3,3,BEKI,55,Call,1,
5353,2021P3,P3,2021,6,29,180,P3_062921_2,2,RWBL,38,Call,1,
6211,2021U5,U5,2021,6,29,180,U5_062921_2,2,BUSH,141,Call,1,
3327,2021A6,A6,2021,6,30,181,A6_063021_1,1,AMRO,1,Song,1,
5671,2021S1,S1,2021,6,30,181,S1_063021_2,2,RWBL,8,Song,1,
5837,2021S6,S6,2021,6,30,181,S6_063021_1,1,WEKI,414,Call,1,
5853,2021S6,S6,2021,6,30,181,S6_063021_3,3,BHCO,111,Call,1,
5373,2021P3,P3,2021,7,1,182,P3_070121_2,2,RWBL,405,Call,1,
5677,2021S1,S1,2021,7,1,182,S1_070121_2,2,RWBL,7,Song,1,
5876,2021S6,S6,2021,7,1,182,S6_070121_2,2,BHCO,444,Song,1,
5939,2021T1,T1,2021,7,1,182,T1_070121_3,3,RWBL,159,Song,1,
4063,2021J4,J4,2021,7,2,183,J4_070221_3,3,RWBL,3,Call,1,see 35 sec. blackbird BHCO? Female
5683,2021S1,S1,2021,7,2,183,S1_070221_2,2,RWBL,11,Song,1,
5900,2021S6,S6,2021,7,2,183,S6_070221_2,2,BHCO,107,Call,1,
5906,2021S6,S6,2021,7,2,183,S6_070221_2,2,HOWR,420,Call,1,
5289,2021O82,O82,2021,7,11,192,O82_071121_3,3,OATI,458,Call,1,
5573,2021Q6,Q6,2021,7,12,193,Q6_071221_1,1,CALT,15,Call,1,
5593,2021Q6,Q6,2021,7,13,194,Q6_071321_1,1,CALT,51,Call,1,Audibility 4/5
5624,2021Q6,Q6,2021,7,14,195,Q6_071421_2,2,SPTO,12,Call,1,
5984,2021T6,T6,2021,7,14,195,T6_071421_2,2,BEWR,36,Song,1,
1441,2019O1,O1,2019,7,15,196,O1_071519_1,1,BCNH,431,Call,1,
2189,2019T2,T2,2019,7,15,196,T2_071519_3,3,RWBL,253,Song,1,
3488,2021F6,F6,2021,7,16,197,F6_071621_1,1,AMRO,330,Call,1,
3494,2021F6,F6,2021,7,16,197,F6_071621_2,2,SPTO,42,Call,1,
1466,2019O1,O1,2019,7,17,198,O1_071719_3,3,RWBL,3,Call,1,
1670,2019P4,P4,2019,7,17,198,P4_071719_3,3,WEKI,415,Call,1,
2208,2019T2,T2,2019,7,17,198,T2_071719_2,2,RWBL,208,Call,1,on box
2211,2019T2,T2,2019,7,17,198,T2_071719_3,3,RWBL,3,Call,1,on box
5389,2021POPSP1,POPSP1,2021,7,17,198,POPSP1_071721_2,2,BEWR,451,Call,1,
5387,2021POPSP1,POPSP1,2021,7,17,198,POPSP1_071721_2,2,NUWO,404,Call,1,
3899,2021I5,I5,2021,7,18,199,I5_071821_3,3,SPTO,4,Call,1,BEWR?
5084,2021N8,N8,2021,7,18,199,N8_071821_1,1,NOMO,104,Call,1,
3920,2021I5,I5,2021,7,19,200,I5_071921_3,3,NUWO,100,Call,1,
94,2019A7,A7,2019,5,19,139,A7_051919_1,1,BHGR,1,Song,2,
108,2019A7,A7,2019,5,19,139,A7_051919_2,2,BHCO,159,Call,2,
100,2019A7,A7,2019,5,19,139,A7_051919_2,2,BHGR,1,Song,2,
104,2019A7,A7,2019,5,19,139,A7_051919_2,2,CALT,101,Call,2,
112,2019A7,A7,2019,5,19,139,A7_051919_3,3,BUOR,2,Call,2,
115,2019A7,A7,2019,5,19,139,A7_051919_3,3,HOFI,9,Call,2,432-434
111,2019A7,A7,2019,5,19,139,A7_051919_3,3,HOWR,1,Song,2,
246,2019D5,D5,2019,5,19,139,D5_051919_1,1,MAWR,3,Song,2,
258,2019D5,D5,2019,5,19,139,D5_051919_3,3,MAWR,9,Song,2,
259,2019D5,D5,2019,5,19,139,D5_051919_3,3,RNEP,24,Call,2,
526,2019F5,F5,2019,5,19,139,F5_051919_1,1,TRES,122,Call,2,
540,2019F5,F5,2019,5,19,139,F5_051919_2,2,BHCO,230,Call,2,
538,2019F5,F5,2019,5,19,139,F5_051919_2,2,RWBL,211,Call,2,
546,2019F5,F5,2019,5,19,139,F5_051919_3,3,BHCO,115,Call,2,
551,2019F5,F5,2019,5,19,139,F5_051919_3,3,BLPH,126,Song,2,
895,2019G5,G5,2019,5,19,139,G5_051919_1,1,AMRO,147,Song,2,
897,2019G5,G5,2019,5,19,139,G5_051919_1,1,BEWR,311,Song,2,
891,2019G5,G5,2019,5,19,139,G5_051919_1,1,BHGR,1,Song,2,
905,2019G5,G5,2019,5,19,139,G5_051919_2,2,BEWR,102,Song,2,
903,2019G5,G5,2019,5,19,139,G5_051919_2,2,BUOR,3,Call,2,
900,2019G5,G5,2019,5,19,139,G5_051919_2,2,HOWR,1,Song,2,
906,2019G5,G5,2019,5,19,139,G5_051919_2,2,NUWO,106,Call,2,
907,2019G5,G5,2019,5,19,139,G5_051919_2,2,WEWP,141,Song,2,
912,2019G5,G5,2019,5,19,139,G5_051919_3,3,HOWR,3,Song,2,
916,2019G5,G5,2019,5,19,139,G5_051919_3,3,WEKI,35,Call,2,
1260,2019M7,M7,2019,5,19,139,M7_051919_1,1,MAWR,104,Song,2,
1438,2019N5,N5,2019,5,19,139,N5_051919_2,2,HOFI,218,Song,2,
38,2019A5,A5,2019,5,20,140,A5_052019_1,1,TRES,41,Call,2,
51,2019A5,A5,2019,5,20,140,A5_052019_2,2,TRES,230,Song,2,
61,2019A5,A5,2019,5,20,140,A5_052019_3,3,AMRO,109,Song,2,
123,2019A7,A7,2019,5,20,140,A7_052019_1,1,TRES,157,Call,2,
129,2019A7,A7,2019,5,20,140,A7_052019_2,2,BHGR,1,Song,2,
149,2019A7,A7,2019,5,20,140,A7_052019_2,2,BUOR,25,Call,2,
153,2019A7,A7,2019,5,20,140,A7_052019_2,2,SPTO,325,Call,2,
169,2019A7,A7,2019,5,20,140,A7_052019_3,3,BHGR,252,Song,2,
220,2019B6,B6,2019,5,20,140,B6_052019_2,2,WITU,210,Call,2,
231,2019B6,B6,2019,5,20,140,B6_052019_3,3,BRBL,209,Call,2,
562,2019F5,F5,2019,5,20,140,F5_052019_1,1,RNEP,101,Call,2,
558,2019F5,F5,2019,5,20,140,F5_052019_1,1,TRES,7,Call,2,
922,2019G5,G5,2019,5,20,140,G5_052019_1,1,SPTO,4,Call,2,
931,2019G5,G5,2019,5,20,140,G5_052019_2,2,ATFL,9,Call,2,
930,2019G5,G5,2019,5,20,140,G5_052019_2,2,BEWR,8,Song,2,
937,2019G5,G5,2019,5,20,140,G5_052019_2,2,BHGR,442,Song,2,
928,2019G5,G5,2019,5,20,140,G5_052019_2,2,MODO,1,Song,2,
929,2019G5,G5,2019,5,20,140,G5_052019_2,2,WEWP,3,Song,2,
948,2019G5,G5,2019,5,20,140,G5_052019_3,3,AMRO,232,Call,2,song later 321
940,2019G5,G5,2019,5,20,140,G5_052019_3,3,HOWR,1,Song,2,
939,2019G5,G5,2019,5,20,140,G5_052019_3,3,MODO,1,Call,2,
942,2019G5,G5,2019,5,20,140,G5_052019_3,3,SPTO,16,Call,2,
941,2019G5,G5,2019,5,20,140,G5_052019_3,3,WEKI,15,Song,2,
1184,2019M5,M5,2019,5,20,140,M5_052019_2,2,TRES,313,Call,2,
1307,2019M7,M7,2019,5,20,140,M7_052019_1,1,MAWR,1,Song,2,
1314,2019M7,M7,2019,5,20,140,M7_052019_1,1,SOSP,130,Call,2,
1392,2019N5,N5,2019,5,20,140,N5_052019_3,3,MAWR,2,Song,2,
3232,2019P5,P5,2019,5,20,140,P5_052019_2,2,SOSP,8,Song,2,
3240,2019P5,P5,2019,5,20,140,P5_052019_3,3,CALT,4,Call,2,
3249,2019P5,P5,2019,5,20,140,P5_052019_3,3,COYE,450,Song,2,
3246,2019P5,P5,2019,5,20,140,P5_052019_3,3,HOFI,212,Song,2,
66,2019A5,A5,2019,5,21,141,A5_052119_1,1,TRES,25,Call,2,
74,2019A5,A5,2019,5,21,141,A5_052119_2,2,BHCO,28,Song,2,
79,2019A5,A5,2019,5,21,141,A5_052119_2,2,MAWR,102,Song,2,
83,2019A5,A5,2019,5,21,141,A5_052119_3,3,BHGR,6,Song,2,
91,2019A5,A5,2019,5,21,141,A5_052119_3,3,MAWR,414,Song,2,
89,2019A5,A5,2019,5,21,141,A5_052119_3,3,SPTO,234,Call,2,
179,2019A7,A7,2019,5,21,141,A7_052119_1,1,AMRO,214,Song,2,
185,2019A7,A7,2019,5,21,141,A7_052119_2,2,HOFI,3,Song,2,
334,2019A7,A7,2019,5,21,141,A7_052119_3,3,HOFI,2,Song,2,
335,2019A7,A7,2019,5,21,141,A7_052119_3,3,WEWP,3,Call,2,
244,2019B6,B6,2019,5,21,141,B6_052119_3,3,WITU,32,Call,2,
309,2019D5,D5,2019,5,21,141,D5_052119_3,3,CANG,39,Call,2,
969,2019G5,G5,2019,5,21,141,G5_052119_2,2,MODO,216,Call,2,
960,2019G5,G5,2019,5,21,141,G5_052119_2,2,TRES,3,Call,2,
959,2019G5,G5,2019,5,21,141,G5_052119_2,2,WEKI,2,Song,2,
958,2019G5,G5,2019,5,21,141,G5_052119_2,2,WEWP,1,Call,2,
971,2019G5,G5,2019,5,21,141,G5_052119_3,3,HOWR,2,Song,2,
976,2019G5,G5,2019,5,21,141,G5_052119_3,3,MODO,34,Call,2,
978,2019G5,G5,2019,5,21,141,G5_052119_3,3,SPTO,109,Call,2,
972,2019G5,G5,2019,5,21,141,G5_052119_3,3,WEKI,3,Song,2,
1207,2019M5,M5,2019,5,21,141,M5_052119_2,2,TRES,106,Call,2,
3259,2019P5,P5,2019,5,21,141,P5_052119_1,1,KILL,459,Call,2,flyover
3261,2019P5,P5,2019,5,21,141,P5_052119_2,2,SOSP,45,Song,2,
3266,2019P5,P5,2019,5,21,141,P5_052119_3,3,MAWR,2,Call,2,
3267,2019P5,P5,2019,5,21,141,P5_052119_3,3,SOSP,6,Song,2,
584,2019F5,F5,2019,5,22,142,F5_052219_1,1,RNEP,41,Call,2,
581,2019F5,F5,2019,5,22,142,F5_052219_1,1,TRES,1,Call,2,
592,2019F5,F5,2019,5,22,142,F5_052219_2,2,RNEP,4,Call,2,
600,2019F5,F5,2019,5,22,142,F5_052219_2,2,RWBL,237,Call,2,
1259,2019M5,M5,2019,5,22,142,M5_052219_3,3,BLGR,451,Call,2,
1326,2019M7,M7,2019,5,22,142,M7_052219_1,1,MAWR,1,Song,2,
1362,2019N5,N5,2019,5,22,142,N5_052219_1,1,MAWR,1,Song,2,
1379,2019N5,N5,2019,5,22,142,N5_052219_2,2,AMRO,9,Call,2,
1381,2019N5,N5,2019,5,22,142,N5_052219_2,2,BHCO,236,Call,2,
1375,2019N5,N5,2019,5,22,142,N5_052219_2,2,CALT,37,Song,2,
1357,2019N5,N5,2019,5,22,142,N5_052219_3,3,AMRO,351,Song,2,
1351,2019N5,N5,2019,5,22,142,N5_052219_3,3,MAWR,1,Call,2,
3293,2019P5,P5,2019,5,22,142,P5_052219_3,3,BHCO,102,Call,2,
3295,2019P5,P5,2019,5,22,142,P5_052219_3,3,HOFI,348,Song,2,
3294,2019P5,P5,2019,5,22,142,P5_052219_3,3,SOSP,104,Song,2,
3343,2021CP1,CP1,2021,5,23,143,CP1_052321_1,1,CALT,1,Call,2,
3359,2021CP1,CP1,2021,5,23,143,CP1_052321_2,2,CLSW,227,Call,2,
3371,2021CP1,CP1,2021,5,23,143,CP1_052321_3,3,BHCO,155,Call,2,
3407,2021CP1,CP1,2021,5,24,144,CP1_052421_1,1,CALT,1,Call,2,
3419,2021CP1,CP1,2021,5,24,144,CP1_052421_2,2,CALT,24,Call,2,
3606,2021G2,G2,2021,5,24,144,G2_052421_3,3,RWBL,340,Call,2,
3938,2021J3,J3,2021,5,24,144,J3_052421_2,2,RNEP,17,Call,2,
3939,2021J3,J3,2021,5,24,144,J3_052421_2,2,TRES,18,Call,2,
4567,2021N1,N1,2021,5,24,144,N1_052421_2,2,AMBI,50,Call,2,
4569,2021N1,N1,2021,5,24,144,N1_052421_2,2,RWBL,16,Call,2,
4573,2021N1,N1,2021,5,24,144,N1_052421_3,3,RWBL,38,Call,2,
4727,2021N200P2,N200P2,2021,5,24,144,N200P2_052421_1,1,AMRO,402,Call,2,
4738,2021N200P2,N200P2,2021,5,24,144,N200P2_052421_2,2,TRES,415,Call,2,
4746,2021N200P2,N200P2,2021,5,24,144,N200P2_052421_3,3,BHCO,203,Call,2,
4747,2021N200P2,N200P2,2021,5,24,144,N200P2_052421_3,3,HOFI,210,Song,2,
4752,2021N200P2,N200P2,2021,5,24,144,N200P2_052421_3,3,SPTO,329,Call,2,
4918,2021N3,N3,2021,5,24,144,N3_052421_3,3,TRES,35,Call,2,
5145,2021O4,O4,2021,5,24,144,O4_052421_3,3,KILL,110,Call,2,
5333,2021P2,P2,2021,5,24,144,P2_052421_1,1,RWBL,226,Call,2,
3376,2021CP1,CP1,2021,5,25,145,CP1_052521_1,1,CALT,1,Call,2,
4776,2021N200P2,N200P2,2021,5,25,145,N200P2_052521_1,1,SOSP,30,Song,2,
4775,2021N200P2,N200P2,2021,5,25,145,N200P2_052521_1,1,TRES,15,Call,2,
4786,2021N200P2,N200P2,2021,5,25,145,N200P2_052521_3,3,MAWR,1,Call,2,
5338,2021P2,P2,2021,5,25,145,P2_052521_1,1,RWBL,21,Song,2,
5341,2021P2,P2,2021,5,25,145,P2_052521_1,1,TRES,415,Call,2,
5342,2021P2,P2,2021,5,25,145,P2_052521_2,2,RWBL,1,Song,2,
5343,2021P2,P2,2021,5,25,145,P2_052521_3,3,RWBL,17,Song,2,
3614,2021G2,G2,2021,5,26,146,G2_052621_1,1,TRES,255,Call,2,
4407,2021L4,L4,2021,5,26,146,L4_052621_1,1,TRES,22,Call,2,
